Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1617656400.0 10001.0 NA 225 428 0 106 224 NA 1251 1646 0 1034 1192 NA 4598 6666 2664 954 2085 NA 1359 4646 2716 800 1929
1617656400.0 10002.0 NA 224 427 0 99 244 NA 1271 1657 0 1035 1231 NA 5377 6726 2815 1061 2021 NA 1561 4994 2874 891 1956
1617656400.0 10003.0 NA 212 429 0 99 246 NA 1247 1624 0 1035 1236 NA 5617 6483 2487 1110 2025 NA 1849 4708 2533 937 1828
1617656400.0 10004.0 NA 211 431 0 108 222 NA 1228 1642 0 1031 1192 NA 5088 6373 2669 927 2097 NA 1625 4487 2733 771 1961
1617656400.0 10005.0 NA 224 424 0 98 242 NA 1271 1668 0 1028 1235 NA 7040 9081 2572 1017 2259 NA 2011 6719 2625 845 2073
1617656400.0 10006.0 NA 223 405 0 95 212 NA 1270 1624 0 1024 1189 NA 9987 8440 2685 974 1977 NA 2861 6087 2732 812 1812
1617656400.0 10007.0 NA 248 418 0 99 220 NA 1261 1675 0 1039 1210 NA 7140 8259 2593 1068 2017 NA 2050 5642 2664 874 1856
1617656400.0 10008.0 NA 246 422 0 104 238 NA 1256 1670 0 1040 1234 NA 6903 9672 2588 1005 2011 NA 2006 6389 2633 840 1836
1617656400.0 10009.0 NA 239 418 0 99 237 NA 1251 1643 0 1039 1233 NA 7736 9098 2818 927 2138 NA 2452 6540 2892 789 1950
1617656400.0 10023.0 NA 224 414 0 103 211 NA 1283 1609 0 1034 1184 NA 7136 9493 2617 1014 2020 NA 2082 6426 2688 841 1859
1617656400.0 10024.0 NA 261 439 0 101 247 NA 1304 1659 0 1037 1235 NA 5930 9350 2613 1048 2208 NA 1664 6431 2676 833 1981
1617656400.0 10025.0 NA 231 428 0 98 253 NA 1252 1635 0 1035 1236 NA 6655 10100 2726 1010 2141 NA 1887 6483 2793 805 1915
1617656400.0 10026.0 NA 249 444 0 100 252 NA 1273 1669 0 1042 1234 NA 8196 8094 2704 1096 2218 NA 2419 4574 2755 889 1947
1617656400.0 10042.0 NA 245 430 0 100 242 NA 1248 1661 0 1038 1225 NA 8040 6442 2627 982 2178 NA 2420 4567 2692 814 1959
1617656400.0 10071.0 NA 238 442 0 99 247 NA 1257 1648 0 1030 1239 NA 5442 5706 2469 1059 2140 NA 1571 4113 2572 858 1957
1617656400.0 101.0 116 NA NA NA NA NA 1052 NA NA NA NA NA 2911 NA NA NA NA NA 3126 NA NA NA NA NA
1617656400.0 1010.0 NA 65 63 0 NA NA NA 979 991 0 NA NA NA 394 936 429 NA NA NA 480 748 472 NA NA
1617656400.0 102.0 118 NA NA NA NA NA 1052 NA NA NA NA NA 2514 NA NA NA NA NA 2570 NA NA NA NA NA
1617656400.0 1020.0 NA 71 58 0 74 NA NA 1040 953 0 1038 NA NA 1270 335 148 985 NA NA 902 368 177 719 NA
1617656400.0 1040.0 NA 396 44 0 NA NA NA 1717 958 0 NA NA NA 38691 300 238 NA NA NA 11445 329 309 NA NA
1617656400.0 1040.1 NA 85 66 0 NA NA NA 1040 958 0 NA NA NA 996 314 251 NA NA NA 967 339 278 NA NA
1617656400.0 106.0 68 0 0 NA NA NA 996 0 0 NA NA NA 2543 242 5425 NA NA NA 1656 230 4873 NA NA NA
1617656400.0 10801.0 NA 219 428 0 103 236 NA 1251 1671 0 1034 1221 NA 4887 5298 2620 1092 2079 NA 1432 3871 2667 920 1932
1617656400.0 10802.0 NA 215 423 0 98 248 NA 1219 1669 0 1033 1233 NA 4700 9456 2836 948 2078 NA 1402 6662 2937 996 1909
1617656400.0 10803.0 NA 218 430 0 99 248 NA 1248 1669 0 1035 1232 NA 5562 7012 2420 947 2306 NA 1630 4975 2491 785 2124
1617656400.0 10804.0 NA 205 420 0 106 242 NA 1227 1637 0 1025 1234 NA 5527 8800 2696 881 2148 NA 1824 6568 2753 719 1982
1617656400.0 10805.0 NA 215 421 0 94 245 NA 1248 1661 0 1024 1236 NA 7889 9138 2585 932 2171 NA 2297 6724 2669 787 2009
1617656400.0 10806.0 NA 213 415 0 102 213 NA 1248 1627 0 1025 1178 NA 5063 9194 2634 1030 2155 NA 1512 6705 2682 856 2137
1617656400.0 10807.0 NA 243 426 0 98 232 NA 1277 1665 0 1039 1224 NA 5253 5767 2863 965 1938 NA 1544 4073 2933 822 1922
1617656400.0 10808.0 NA 227 425 0 100 238 NA 1247 1662 0 1040 1244 NA 5080 6189 2666 1057 1972 NA 1613 4210 2755 869 1933
1617656400.0 10809.0 NA 242 418 0 102 246 NA 1234 1659 0 1033 1229 NA 4835 5890 2732 1015 2329 NA 1412 3923 2839 866 2121
1617656400.0 10823.0 NA 223 417 0 94 220 NA 1232 1657 0 1026 1186 NA 6195 9181 2748 996 2094 NA 1820 6427 2797 811 1927
1617656400.0 10824.0 NA 216 439 0 103 259 NA 1239 1648 0 1042 1260 NA 5689 7197 2737 985 2190 NA 1790 4824 2804 804 1961
1617656400.0 10824.6 NA 243 434 0 101 248 NA 1269 1646 0 1035 1230 NA 5227 6769 2710 1055 2092 NA 1534 4427 2768 839 2025
1617656400.0 10824.8 NA 232 435 0 99 248 NA 1252 1677 0 1037 1254 NA 5655 7065 2674 984 2302 NA 1739 4634 2711 796 2188
1617656400.0 10825.0 NA 224 432 0 108 249 NA 1229 1672 0 1033 1236 NA 4952 6687 2789 1100 2123 NA 1419 4478 2849 924 2016
1617656400.0 10826.0 NA 254 430 0 99 251 NA 1282 1638 0 1034 1244 NA 4095 7436 2665 1170 2090 NA 1218 4748 2732 971 2047
